Standard,Material,Heat_Treatment,Ultimate_Strength_MPa,Yield_Strength_MPa,Elongation_pct,Hardness_Bhn,Elastic_Modulus_MPa,Shear_Modulus_MPa,Poisson_Ratio,Density_kg_m3
GOST,Steel 30 GOST 1050-88,Improved,600.0,350.0,21.0,170.0,200000,77000,0.3,7850
GOST,Steel 30 GOST 1050-88,Cold working,560.0,340.0,7.0,229.0,200000,77000,0.3,7850
GOST,Steel 30 GOST 1050-88,annealed,440.0,290.0,17.0,179.0,200000,77000,0.3,7850
GOST,Steel 30 GOST 1050-88,Quenched and tempered,575.0,295.0,21.0,170.0,200000,77000,0.3,7850
GOST,Steel 35 GOST 1050-88,normalized,530.0,315.0,20.0,207.0,206000,79000,0.3,7826
GOST,Steel 35 GOST 1050-88,Improved,650.0,380.0,19.0,170.0,206000,79000,0.3,7826
GOST,Steel 35 GOST 1050-88,Quenching and cooling in the water,1000.0,650.0,19.0,170.0,206000,79000,0.3,7826
GOST,Steel 35 GOST 1050-88,Cold working,590.0,350.0,6.0,229.0,206000,79000,0.3,7826
GOST,Steel 35 GOST 1050-88,annealed,470.0,310.0,15.0,187.0,206000,79000,0.3,7826
GOST,Steel 35 GOST 1050-88,Quenched and tempered,625.0,315.0,20.0,170.0,206000,79000,0.3,7826
GOST,Steel 40 GOST 1050-88,normalized,570.0,335.0,19.0,217.0,212000,82000,0.29,7850
GOST,Steel 40 GOST 1050-88,Improved,700.0,400.0,18.5,170.0,212000,82000,0.29,7850
GOST,Steel 40 GOST 1050-88,Quenching and cooling in the water,1000.0,650.0,18.5,170.0,212000,82000,0.29,7850
GOST,Steel 40 GOST 1050-88,Cold working,610.0,380.0,6.0,241.0,212000,82000,0.29,7850
GOST,Steel 40 GOST 1050-88,annealed,510.0,330.0,14.0,197.0,212000,82000,0.29,7850
GOST,Steel 40 GOST 1050-88,Quenched and tempered,675.0,355.0,19.0,170.0,212000,82000,0.29,7850
GOST,Steel 45 GOST 1050-88,normalized,600.0,355.0,16.0,220.0,200000,77000,0.3,7810
GOST,Steel 45 GOST 1050-88,Improved,750.0,450.0,16.0,170.0,200000,77000,0.3,7810
GOST,Steel 45 GOST 1050-88,Quenching and cooling in the oil,900.0,650.0,16.0,170.0,200000,77000,0.3,7810
GOST,Steel 45 GOST 1050-88,Quenching and cooling in the water,1000.0,700.0,16.0,170.0,200000,77000,0.3,7810
GOST,Steel 45 GOST 1050-88,Quenching and cooling in the water,1200.0,950.0,16.0,170.0,200000,77000,0.3,7810
GOST,Steel 45 GOST 1050-88,Quenched and tempered,750.0,450.0,16.0,170.0,200000,77000,0.3,7810
GOST,Steel 45 GOST 1050-88,Cold working,640.0,440.0,6.0,241.0,200000,77000,0.3,7810
GOST,Steel 45 GOST 1050-88,annealed,540.0,350.0,13.0,207.0,200000,77000,0.3,7810
GOST,Steel 45 GOST 1050-88,Quenched and tempered,705.0,375.0,17.0,170.0,200000,77000,0.3,7810
GOST,Steel 50 GOST 1050-88,normalized,600.0,355.0,14.0,241.0,216000,83000,0.3,7810
GOST,Steel 50 GOST 1050-88,Improved,900.0,700.0,15.0,170.0,216000,83000,0.3,7810
GOST,Steel 50 GOST 1050-88,Cold working,660.0,450.0,6.0,255.0,216000,83000,0.3,7810
GOST,Steel 50 GOST 1050-88,annealed,560.0,370.0,12.0,217.0,216000,83000,0.3,7810
GOST,Steel 50 GOST 1050-88,Quenched and tempered,725.0,400.0,16.0,170.0,216000,83000,0.3,7810
GOST,Steel 55 GOST 1050-88,normalized,630.0,375.0,13.0,255.0,210000,81000,0.3,7820
GOST,Steel 55 GOST 1050-88,Quenched and tempered,775.0,420.0,15.0,170.0,210000,81000,0.3,7820
GOST,Steel 60 GOST 1050-88,normalized,680.0,400.0,12.0,255.0,204000,79000,0.29,7810
GOST,Steel 60 GOST 1050-88,Quenched and tempered,825.0,450.0,14.0,170.0,204000,79000,0.29,7810
GOST,Steel 20G GOST 1050-88,normalized,460.0,280.0,16.0,170.0,204000,79000,0.29,7820
GOST,Steel 20G GOST 1050-88,Quenching and cooling in the water,570.0,420.0,16.0,170.0,204000,79000,0.29,7820
GOST,Steel 30G GOST 1050-88,normalized,550.0,320.0,16.0,170.0,200000,77000,0.3,7810
GOST,Steel 30G GOST 1050-88,Quenching and cooling in the water,680.0,560.0,16.0,170.0,200000,77000,0.3,7810
GOST,Steel 40G GOST 1050-88,normalized,600.0,360.0,16.0,170.0,204000,79000,0.29,7810
GOST,Steel 40G GOST 1050-88,Quenching and cooling in the water,840.0,590.0,16.0,170.0,204000,79000,0.29,7810
GOST,Steel 50G GOST 1050-88,normalized,660.0,400.0,16.0,170.0,216000,84000,0.29,7810
GOST,Steel 50G GOST 1050-88,Quenching and cooling in the water,820.0,560.0,16.0,170.0,216000,84000,0.29,7810
GOST,Steel 65G GOST 1050-88,normalized,750.0,440.0,16.0,170.0,215000,83000,0.3,7850
GOST,Steel 65G GOST 1050-88,Improved,900.0,700.0,16.0,170.0,215000,83000,0.3,7850
GOST,Steel 65G GOST 1050-88,Quenching and cooling in the water,1500.0,1250.0,16.0,170.0,215000,83000,0.3,7850
GOST,Steel A11 GOST 1414-75,Not specified,490.0,390.0,10.0,207.0,216000,83000,0.3,7860
GOST,Steel A12 GOST 1414-75,Not specified,510.0,390.0,7.0,217.0,216000,83000,0.3,7860
GOST,Steel A12 GOST 1414-75,Not specified,460.0,390.0,7.0,217.0,216000,83000,0.3,7860
GOST,Steel A20 GOST 1414-75,Not specified,530.0,390.0,7.0,217.0,216000,83000,0.3,7860
GOST,Steel A30 GOST 1414-75,Not specified,540.0,390.0,6.0,223.0,216000,83000,0.3,7860
GOST,Steel A35 GOST 1414-75,Not specified,570.0,390.0,6.0,229.0,216000,83000,0.3,7860
GOST,Steel 15Ch GOST 4543-71,Not specified,690.0,490.0,12.0,170.0,206000,80000,0.29,7860
GOST,Steel 20Ch GOST 4543-71,Not specified,780.0,635.0,11.0,179.0,216000,83000,0.3,7830
GOST,Steel 20Ch GOST 4543-71,normalized,600.0,300.0,11.0,170.0,216000,83000,0.3,7830
GOST,Steel 20Ch GOST 4543-71,Improved,700.0,500.0,11.0,170.0,216000,83000,0.3,7830
GOST,Steel 20Ch GOST 4543-71,Quenching and cooling in the oil,850.0,630.0,11.0,170.0,216000,83000,0.3,7830
GOST,Steel 30Ch GOST 4543-71,Not specified,880.0,685.0,12.0,187.0,208000,80000,0.3,7820
GOST,Steel 35Ch GOST 4543-71,Not specified,910.0,735.0,11.0,197.0,214000,83000,0.29,7850
GOST,Steel 40Ch GOST 4543-71,Not specified,980.0,785.0,10.0,217.0,214000,83000,0.29,7850
GOST,Steel 40Ch GOST 4543-71,normalized,630.0,330.0,11.0,170.0,214000,83000,0.29,7850
GOST,Steel 40Ch GOST 4543-71,Improved,800.0,650.0,11.0,170.0,214000,83000,0.29,7850
GOST,Steel 40Ch GOST 4543-71,Quenching and cooling in the oil,1100.0,900.0,11.0,170.0,214000,83000,0.29,7850
GOST,Steel 40Ch GOST 4543-71,Quenching and cooling in the oil,1300.0,1100.0,11.0,170.0,214000,83000,0.29,7850
GOST,Steel 45Ch GOST 4543-71,Not specified,1030.0,835.0,9.0,229.0,206000,79000,0.3,7820
GOST,Steel 45Ch GOST 4543-71,normalized,650.0,350.0,9.0,170.0,206000,79000,0.3,7820
GOST,Steel 45Ch GOST 4543-71,Improved,950.0,750.0,9.0,170.0,206000,79000,0.3,7820
GOST,Steel 45Ch GOST 4543-71,Quenching and cooling in the oil,1400.0,1200.0,9.0,170.0,206000,79000,0.3,7820
GOST,Steel 50Ch GOST 4543-71,Not specified,1080.0,885.0,9.0,229.0,207000,80000,0.29,7860
GOST,Steel 50Ch GOST 4543-71,normalized,650.0,350.0,9.0,170.0,207000,80000,0.29,7860
GOST,Steel 50Ch GOST 4543-71,Quenching and cooling in the oil,1500.0,1300.0,9.0,170.0,207000,80000,0.29,7860
GOST,Steel 10G2 GOST 4543-71,normalized,430.0,250.0,16.0,170.0,204000,79000,0.29,7790
GOST,Steel 35G2 GOST 4543-71,normalized,630.0,370.0,16.0,170.0,204000,79000,0.29,7790
GOST,Steel 35G2 GOST 4543-71,Quenching and cooling in the water,800.0,650.0,16.0,249.0,204000,79000,0.29,7790
GOST,Steel 40G2 GOST 4543-71,normalized,670.0,390.0,16.0,170.0,212000,82000,0.29,7800
GOST,Steel 40G2 GOST 4543-71,Quenching and cooling in the oil,1120.0,950.0,16.0,331.0,212000,82000,0.29,7800
GOST,Steel 45G2 GOST 4543-71,normalized,700.0,410.0,16.0,170.0,204000,79000,0.29,7810
GOST,Steel 45G2 GOST 4543-71,Quenching and cooling in the oil,850.0,700.0,16.0,295.0,204000,79000,0.29,7810
GOST,Steel 33ChS GOST 4543-71,normalized,600.0,300.0,16.0,170.0,214000,83000,0.29,7640
GOST,Steel 33ChS GOST 4543-71,Quenching and cooling in the oil,900.0,700.0,16.0,170.0,214000,83000,0.29,7640
GOST,Steel 38ChS GOST 4543-71,Improved,950.0,750.0,16.0,170.0,211000,82000,0.29,7640
GOST,Steel 30ChMA GOST 4543-71,Not specified,930.0,735.0,12.0,229.0,208000,80000,0.3,7820
GOST,Steel 30ChM GOST 4543-71,Quenching and cooling in the oil,950.0,750.0,16.0,170.0,208000,80000,0.3,7820
GOST,Steel 35ChM GOST 4543-71,Not specified,930.0,835.0,12.0,241.0,213000,82000,0.3,7820
GOST,Steel 35ChM GOST 4543-71,Quenching and cooling in the oil,1000.0,850.0,12.0,270.0,213000,82000,0.3,7820
GOST,Steel 35ChM GOST 4543-71,Quenching and cooling in the oil,1600.0,1400.0,12.0,170.0,213000,82000,0.3,7820
GOST,Steel 18ChG GOST 4543-71,Quenching and cooling in the oil,800.0,735.0,10.0,187.0,213000,82000,0.3,7820
GOST,Steel 18ChGT GOST 4543-71,normalized,700.0,430.0,9.0,170.0,211000,82000,0.29,7800
GOST,Steel 18ChGT GOST 4543-71,"Case hardening,quenching and cooling in the oil",1000.0,800.0,9.0,170.0,211000,82000,0.29,7800
GOST,Steel 30ChGT GOST 4543-71,Quenching and cooling in the oil,1250.0,1050.0,16.0,170.0,212000,82000,0.29,7800
GOST,Steel 30ChGT GOST 4543-71,"Case hardening,quenching and cooling in the oil",1100.0,800.0,16.0,170.0,212000,82000,0.29,7800
GOST,Steel 20ChGSA GOST 4543-71,Not specified,780.0,635.0,12.0,207.0,213000,82000,0.3,7760
GOST,Steel 20ChGSA GOST 4543-71,Quenching and cooling in the oil,800.0,650.0,12.0,170.0,213000,82000,0.3,7760
GOST,Steel 20ChGNR GOST 4543-71,Quenching and cooling in the oil,1300.0,1200.0,16.0,170.0,213000,82000,0.3,7800
GOST,Steel 20ChGNR GOST 4543-71,Quenching and cooling in the oil,1450.0,1400.0,16.0,170.0,213000,82000,0.3,7800
GOST,Steel 40ChFA GOST 4543-71,Quenching and cooling in the oil,900.0,750.0,10.0,170.0,215000,83000,0.3,7810
GOST,Steel 40ChFA GOST 4543-71,Quenching and cooling in the oil,1600.0,1300.0,10.0,170.0,215000,83000,0.3,7810
GOST,Steel 30ChGS GOST 4543-71,Not specified,1080.0,835.0,10.0,229.0,213000,82000,0.3,7850
GOST,Steel 20ChN GOST 4543-71,Not specified,780.0,590.0,14.0,197.0,200000,77000,0.3,7850
GOST,Steel 40ChN GOST 4543-71,Not specified,980.0,785.0,11.0,229.0,200000,77000,0.3,7850
GOST,Steel 40ChN GOST 4543-71,normalized,780.0,460.0,11.0,170.0,200000,77000,0.3,7850
GOST,Steel 40ChN GOST 4543-71,Quenching and cooling in the oil,1200.0,1000.0,11.0,170.0,200000,77000,0.3,7850
GOST,Steel 45ChN GOST 4543-71,Not specified,1030.0,835.0,10.0,207.0,200000,77000,0.3,7820
GOST,Steel 50ChN GOST 4543-71,Not specified,1080.0,885.0,9.0,207.0,200000,77000,0.3,7860
GOST,Steel 30ChN3A GOST 4543-71,Not specified,980.0,785.0,10.0,241.0,215000,83000,0.3,7850
GOST,Steel 12ChN2 GOST 4543-71,Quenching and cooling in the oil,800.0,600.0,16.0,170.0,211000,82000,0.29,7880
GOST,Steel 12ChN2 GOST 4543-71,"Case hardening,quenching and cooling in the oil",800.0,600.0,16.0,170.0,211000,82000,0.29,7880
GOST,Steel 12ChN3A GOST 4543-71,Improved,950.0,700.0,11.0,170.0,200000,77000,0.3,7850
GOST,Steel 12ChN3A GOST 4543-71,Quenched and tempered,1000.0,850.0,11.0,170.0,200000,77000,0.3,7850
GOST,Steel 20Ch2N4A GOST 4543-71,Quenched and tempered,680.0,450.0,10.0,170.0,203000,78000,0.3,7850
GOST,Steel 20Ch2N4A GOST 4543-71,"Case hardening,quenching and cooling in the oil",1100.0,850.0,10.0,170.0,203000,78000,0.3,7850
GOST,Steel 20Ch2N4A GOST 4543-71,Quenching and cooling in the oil,1300.0,1100.0,10.0,170.0,203000,78000,0.3,7850
GOST,Steel 30ChGS GOST 4543-71,annealed,600.0,360.0,10.0,170.0,213000,82000,0.3,7850
GOST,Steel 30ChGSA GOST 4543-71,Improved,1100.0,850.0,16.0,170.0,215000,83000,0.3,7850
GOST,Steel 30ChGSA GOST 4543-71,Quenching and cooling in the oil,1500.0,1300.0,16.0,170.0,215000,83000,0.3,7850
GOST,Steel 38Ch210 GOST 4543-71,Quenching and cooling in the oil,800.0,700.0,16.0,170.0,215000,83000,0.3,7850
GOST,Steel 38ChA GOST 4543-71,Quenched and tempered,930.0,785.0,12.0,170.0,206000,80000,0.29,7860
GOST,Steel 38Ch2MJuA GOST 4543-71,Not specified,980.0,835.0,14.0,170.0,206000,80000,0.3,7860
GOST,Steel 12MCh GOST 20072-74,Not specified,410.0,235.0,21.0,217.0,212000,82000,0.29,7850
GOST,Steel 12Ch1MF GOST 20072-74,Not specified,470.0,255.0,21.0,217.0,198000,77000,0.29,7800
GOST,Steel 20Ch1M1F1TR GOST 20072-74,Not specified,780.0,665.0,15.0,229.0,200000,77000,0.3,7800
GOST,Steel 20Ch1M1F1BR GOST 20072-74,Not specified,780.0,665.0,14.0,229.0,200000,77000,0.3,7800
GOST,Steel 25Ch1MF GOST 20072-74,Not specified,880.0,735.0,14.0,229.0,213000,82000,0.3,7840
GOST,Steel 25Ch1MF GOST 20072-74,Not specified,780.0,665.0,16.0,229.0,213000,82000,0.3,7840
GOST,Steel 18Ch3MV GOST 20072-74,Not specified,640.0,440.0,18.0,270.0,200000,77000,0.3,7850
GOST,Steel 20Ch3MVF GOST 20072-74,Not specified,880.0,735.0,12.0,269.0,207000,80000,0.29,7800
GOST,Steel 15Ch5 GOST 20072-74,Not specified,390.0,165.0,24.0,217.0,215000,83000,0.3,7630
GOST,Steel 15Ch5M GOST 20072-74,Not specified,390.0,215.0,22.0,217.0,211000,82000,0.29,7750
GOST,Steel 15Ch5VF GOST 20072-74,Not specified,390.0,215.0,22.0,217.0,200000,77000,0.3,7850
GOST,Steel 12Ch8VF GOST 20072-74,Not specified,390.0,165.0,22.0,217.0,200000,77000,0.3,7850
GOST,Steel 13Ch14N3V2FR GOST 5949-75,Not specified,930.0,735.0,14.0,302.0,200000,77000,0.3,7850
GOST,Steel 13Ch14N3V2FR GOST 5949-75,Not specified,1130.0,885.0,12.0,302.0,200000,77000,0.3,7850
GOST,Steel 10Ch11N23T3MR GOST 5949-75,Not specified,880.0,590.0,8.0,170.0,200000,77000,0.3,8120
GOST,Steel 10Ch11N23T3MR GOST 5949-75,Not specified,980.0,685.0,10.0,170.0,200000,77000,0.3,8120
GOST,Steel 12Ch18N10T GOST 5949-75,Not specified,510.0,196.0,40.0,170.0,215000,83000,0.3,7630
GOST,Steel 12Ch18N9T GOST 5949-75,Not specified,540.0,196.0,40.0,170.0,195000,75000,0.3,7900
GOST,Steel 12Ch18N12T GOST 5949-75,Not specified,540.0,196.0,40.0,170.0,200000,77000,0.3,7850
GOST,Steel 12Ch25N16G7AR GOST 5949-75,Not specified,690.0,325.0,40.0,170.0,216000,84000,0.29,7670
GOST,Steel 20 GOST 1577-93,normalized,475.0,230.0,27.0,156.0,206000,80000,0.29,7860
GOST,Steel 20 GOST 1577-93,normalized,450.0,210.0,25.0,156.0,206000,80000,0.29,7860
GOST,Steel 20 GOST 1577-93,Quenched and tempered,625.0,350.0,20.0,156.0,206000,80000,0.29,7860
GOST,Steel 20 GOST 1577-93,Quenched and tempered,575.0,300.0,22.0,156.0,206000,80000,0.29,7860
GOST,Steel 25 GOST 1577-93,normalized,495.0,260.0,25.0,170.0,206000,80000,0.29,7860
GOST,Steel 25 GOST 1577-93,normalized,495.0,240.0,25.0,170.0,206000,80000,0.29,7860
GOST,Steel 25 GOST 1577-93,normalized,475.0,220.0,23.0,170.0,206000,80000,0.29,7860
GOST,Steel 25 GOST 1577-93,Quenched and tempered,625.0,370.0,19.0,170.0,206000,80000,0.29,7860
GOST,Steel 25 GOST 1577-93,Quenched and tempered,575.0,320.0,21.0,170.0,206000,80000,0.29,7860
GOST,Steel 30 GOST 1577-93,normalized,540.0,280.0,23.0,179.0,206000,80000,0.29,7860
GOST,Steel 30 GOST 1577-93,normalized,540.0,250.0,23.0,179.0,206000,80000,0.29,7860
GOST,Steel 30 GOST 1577-93,normalized,520.0,230.0,21.0,179.0,206000,80000,0.29,7860
GOST,Steel 30 GOST 1577-93,Quenched and tempered,675.0,400.0,18.0,179.0,206000,80000,0.29,7860
GOST,Steel 30 GOST 1577-93,Quenched and tempered,625.0,350.0,20.0,179.0,206000,80000,0.29,7860
GOST,Steel 30 GOST 1577-93,Quenched and tempered,575.0,300.0,21.0,179.0,206000,80000,0.29,7860
GOST,Steel 35 GOST 1577-93,normalized,575.0,300.0,21.0,207.0,206000,80000,0.29,7860
GOST,Steel 35 GOST 1577-93,normalized,575.0,270.0,21.0,207.0,206000,80000,0.29,7860
GOST,Steel 35 GOST 1577-93,normalized,555.0,245.0,19.0,207.0,206000,80000,0.29,7860
GOST,Steel 35 GOST 1577-93,Quenched and tempered,705.0,430.0,17.0,187.0,206000,80000,0.29,7860
GOST,Steel 35 GOST 1577-93,Quenched and tempered,675.0,370.0,19.0,187.0,206000,80000,0.29,7860
GOST,Steel 35 GOST 1577-93,Quenched and tempered,625.0,320.0,20.0,187.0,206000,80000,0.29,7860
GOST,Steel 40 GOST 1577-93,normalized,625.0,320.0,19.0,217.0,206000,80000,0.29,7860
GOST,Steel 40 GOST 1577-93,normalized,625.0,290.0,19.0,217.0,206000,80000,0.29,7860
GOST,Steel 40 GOST 1577-93,normalized,605.0,260.0,17.0,217.0,206000,80000,0.29,7860
GOST,Steel 40 GOST 1577-93,Quenched and tempered,725.0,460.0,16.0,187.0,206000,80000,0.29,7860
GOST,Steel 40 GOST 1577-93,Quenched and tempered,705.0,400.0,18.0,187.0,206000,80000,0.29,7860
GOST,Steel 40 GOST 1577-93,Quenched and tempered,675.0,350.0,19.0,187.0,206000,80000,0.29,7860
GOST,Steel 45 GOST 1577-93,normalized,675.0,340.0,17.0,229.0,206000,80000,0.29,7860
GOST,Steel 45 GOST 1577-93,normalized,675.0,305.0,17.0,229.0,206000,80000,0.29,7860
GOST,Steel 45 GOST 1577-93,normalized,655.0,275.0,15.0,229.0,206000,80000,0.29,7860
GOST,Steel 45 GOST 1577-93,Quenched and tempered,775.0,500.0,14.0,197.0,206000,80000,0.29,7860
GOST,Steel 45 GOST 1577-93,Quenched and tempered,725.0,430.0,16.0,197.0,206000,80000,0.29,7860
GOST,Steel 45 GOST 1577-93,Quenched and tempered,705.0,370.0,17.0,197.0,206000,80000,0.29,7860
GOST,Steel 50 GOST 1577-93,normalized,710.0,355.0,16.0,241.0,206000,80000,0.29,7860
GOST,Steel 50 GOST 1577-93,normalized,710.0,320.0,16.0,241.0,206000,80000,0.29,7860
GOST,Steel 50 GOST 1577-93,normalized,690.0,290.0,14.0,241.0,206000,80000,0.29,7860
GOST,Steel 50 GOST 1577-93,Quenched and tempered,825.0,520.0,13.0,207.0,206000,80000,0.29,7860
GOST,Steel 50 GOST 1577-93,Quenched and tempered,775.0,460.0,15.0,207.0,206000,80000,0.29,7860
GOST,Steel 50 GOST 1577-93,Quenched and tempered,725.0,400.0,16.0,207.0,206000,80000,0.29,7860
GOST,Steel 55 GOST 1577-93,normalized,750.0,370.0,15.0,255.0,206000,80000,0.29,7860
GOST,Steel 55 GOST 1577-93,normalized,750.0,330.0,15.0,255.0,206000,80000,0.29,7860
GOST,Steel 55 GOST 1577-93,normalized,730.0,300.0,13.0,255.0,206000,80000,0.29,7860
GOST,Steel 55 GOST 1577-93,Quenched and tempered,875.0,550.0,12.0,217.0,206000,80000,0.29,7860
GOST,Steel 55 GOST 1577-93,Quenched and tempered,825.0,500.0,14.0,217.0,206000,80000,0.29,7860
GOST,Steel 55 GOST 1577-93,Quenched and tempered,775.0,430.0,15.0,217.0,206000,80000,0.29,7860
GOST,Steel 60 GOST 1577-93,normalized,785.0,380.0,14.0,255.0,206000,80000,0.29,7860
GOST,Steel 60 GOST 1577-93,normalized,785.0,340.0,14.0,255.0,206000,80000,0.29,7860
GOST,Steel 60 GOST 1577-93,normalized,755.0,310.0,12.0,255.0,206000,80000,0.29,7860
GOST,Steel 60 GOST 1577-93,Quenched and tempered,925.0,580.0,11.0,229.0,206000,80000,0.29,7860
GOST,Steel 60 GOST 1577-93,Quenched and tempered,875.0,520.0,13.0,229.0,206000,80000,0.29,7860
GOST,Steel 60 GOST 1577-93,Quenched and tempered,825.0,450.0,14.0,229.0,206000,80000,0.29,7860
GOST,Steel 30Ch GOST 1577-93,Quenched and tempered,925.0,650.0,12.0,187.0,206000,80000,0.29,7860
GOST,Steel 30Ch GOST 1577-93,Quenched and tempered,825.0,550.0,14.0,187.0,206000,80000,0.29,7860
GOST,Steel 30Ch GOST 1577-93,Quenched and tempered,725.0,410.0,15.0,187.0,206000,80000,0.29,7860
GOST,Steel 38ChA GOST 1577-93,Quenched and tempered,1050.0,750.0,11.0,207.0,206000,80000,0.29,7860
GOST,Steel 38ChA GOST 1577-93,Quenched and tempered,925.0,630.0,13.0,207.0,206000,80000,0.29,7860
GOST,Steel 38ChA GOST 1577-93,Quenched and tempered,825.0,510.0,14.0,207.0,206000,80000,0.29,7860
GOST,Steel 40Ch GOST 1577-93,Quenched and tempered,1100.0,800.0,10.0,217.0,206000,80000,0.29,7860
GOST,Steel 40Ch GOST 1577-93,Quenched and tempered,1000.0,660.0,12.0,217.0,206000,80000,0.29,7860
GOST,Steel 40Ch GOST 1577-93,Quenched and tempered,875.0,560.0,14.0,217.0,206000,80000,0.29,7860
GOST,Steel 15L GOST 977-88,normalized,392.0,196.0,24.0,170.0,200000,77000,0.3,7820
GOST,Steel 20L GOST 977-88,normalized,412.0,216.0,22.0,170.0,200000,77000,0.3,7820
GOST,Steel 25L GOST 977-88,normalized,441.0,235.0,19.0,170.0,205000,79000,0.3,7830
GOST,Steel 30L GOST 977-88,normalized,471.0,255.0,17.0,170.0,210000,81000,0.3,7810
GOST,Steel 35L GOST 977-88,normalized,491.0,275.0,15.0,170.0,212000,82000,0.29,7830
GOST,Steel 40L GOST 977-88,normalized,520.0,294.0,14.0,170.0,215000,83000,0.3,7810
GOST,Steel 45L GOST 977-88,normalized,540.0,314.0,12.0,170.0,215000,83000,0.3,7800
GOST,Steel 50L GOST 977-88,normalized,569.0,334.0,11.0,170.0,219000,85000,0.29,7820
GOST,Steel 20GL GOST 977-88,normalized,540.0,275.0,18.0,170.0,200000,77000,0.3,7820
GOST,Steel 35GL GOST 977-88,normalized,540.0,294.0,12.0,170.0,200000,77000,0.3,7820
GOST,Steel 35GL GOST 977-88,Quenching and cooling in the water,589.0,343.0,13.0,170.0,200000,77000,0.3,7820
GOST,Steel 20GSL GOST 977-88,normalized,540.0,294.0,18.0,170.0,200000,77000,0.3,7820
GOST,Steel 30GSL GOST 977-88,normalized,589.0,343.0,14.0,170.0,200000,77000,0.3,7820
GOST,Steel 30GSL GOST 977-88,Quenching and cooling in the water,638.0,392.0,14.0,170.0,200000,77000,0.3,7820
GOST,Steel 20G1FL GOST 977-88,normalized,510.0,314.0,17.0,170.0,200000,77000,0.3,7820
GOST,Steel 20FL GOST 977-88,normalized,491.0,294.0,18.0,170.0,200000,77000,0.3,7820
GOST,Steel 30ChGSFL GOST 977-88,normalized,589.0,392.0,15.0,170.0,200000,77000,0.3,7820
GOST,Steel 45FL GOST 977-88,normalized,589.0,392.0,12.0,170.0,200000,77000,0.3,7820
GOST,Steel 20ChML GOST 977-88,normalized,441.0,245.0,18.0,170.0,215000,83000,0.3,7800
GOST,Steel 20ChMFL GOST 977-88,normalized,491.0,275.0,16.0,170.0,200000,77000,0.3,7820
GOST,Steel 20GNMFL GOST 977-88,normalized,589.0,491.0,15.0,170.0,200000,77000,0.3,7820
GOST,Steel 35ChML GOST 977-88,normalized,589.0,392.0,12.0,170.0,215000,83000,0.3,7840
GOST,Steel 30ChNML GOST 977-88,normalized,687.0,540.0,12.0,170.0,200000,77000,0.3,7820
GOST,Steel 35ChGSL GOST 977-88,normalized,589.0,343.0,14.0,170.0,215000,83000,0.3,7800
GOST,Steel 35ChGSL GOST 977-88,Quenching and cooling in the water,785.0,589.0,12.0,170.0,215000,83000,0.3,7800
GOST,Steel 20DChL GOST 977-88,normalized,491.0,392.0,12.0,170.0,200000,77000,0.3,7820
GOST,Steel 08GDNFL GOST 977-88,normalized,441.0,343.0,18.0,170.0,212000,82000,0.29,7820
GOST,Steel 13ChNDFTL GOST 977-88,normalized,491.0,392.0,18.0,170.0,200000,77000,0.3,7820
GOST,Steel 12DN2FL GOST 977-88,normalized,638.0,540.0,12.0,170.0,200000,77000,0.3,7820
GOST,Steel 25L GOST 977-88,Quenched and tempered,491.0,294.0,22.0,170.0,205000,79000,0.3,7830
GOST,Steel 30L GOST 977-88,Quenched and tempered,491.0,294.0,17.0,170.0,205000,79000,0.3,7810
GOST,Steel 35L GOST 977-88,Quenched and tempered,540.0,343.0,16.0,170.0,205000,79000,0.3,7830
GOST,Steel 40L GOST 977-88,Quenched and tempered,540.0,343.0,14.0,170.0,205000,79000,0.3,7810
GOST,Steel 45L GOST 977-88,Quenched and tempered,589.0,392.0,10.0,170.0,205000,79000,0.3,7800
GOST,Steel 50L GOST 977-88,Quenched and tempered,736.0,392.0,14.0,170.0,205000,79000,0.3,7820
GOST,Steel 20GL GOST 977-88,Quenched and tempered,530.0,334.0,14.0,170.0,205000,79000,0.3,7820
GOST,Steel 35GL GOST 977-88,Quenched and tempered,589.0,343.0,14.0,170.0,200000,77000,0.3,7820
GOST,Steel 30GSL GOST 977-88,Quenched and tempered,638.0,392.0,14.0,170.0,200000,77000,0.3,7820
GOST,Steel 30ChGSFL GOST 977-88,Quenched and tempered,785.0,589.0,14.0,170.0,200000,77000,0.3,7820
GOST,Steel 30ChGSFL GOST 977-88,Quenched and tempered,687.0,491.0,12.0,170.0,200000,77000,0.3,7820
GOST,Steel 45FL GOST 977-88,Quenched and tempered,638.0,441.0,10.0,170.0,200000,77000,0.3,7820
GOST,Steel 32Ch06L GOST 977-88,Quenched and tempered,638.0,491.0,12.0,170.0,205000,79000,0.3,7850
GOST,Steel 20GNMFL GOST 977-88,Quenched and tempered,687.0,589.0,14.0,170.0,200000,77000,0.3,7820
GOST,Steel 35ChML GOST 977-88,Quenched and tempered,687.0,540.0,12.0,170.0,205000,79000,0.3,7840
GOST,Steel 30ChNML GOST 977-88,Quenched and tempered,785.0,638.0,10.0,170.0,205000,79000,0.3,7820
GOST,Steel 35ChGSL GOST 977-88,Quenched and tempered,785.0,589.0,10.0,170.0,205000,79000,0.3,7800
GOST,Steel 35NGML GOST 977-88,Quenched and tempered,736.0,589.0,12.0,170.0,200000,77000,0.3,7820
